"ResponseID","name","ethnLabel","name.gender","guess","correct","correct.broad","notRussian","gender","age.group","educ","loc","ethnicity"
"R_0AJWUETEVQagtJn","Nazar.Reshetilo","Ukrainian","m",85,1,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Ivan.Dmitriev","Russian","m",1,1,1,0,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Faina.Gaponik","Belarusian","f",85,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Erke.Tulyrbekova","Kazakh","f",63,0,0,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Bobur.Turdyhodzhaev","Uzbek","m",2,1,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Armine.Margaryan","Armenian","f",4,1,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Roman.Shrayner","German","m",12,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Aydar.Gilmanov","Tatar","m",14,1,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Makar.Lomako","Belarusian","m",85,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Amina.Fayzieva","Tajik","f",14,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Evgeny.Vaisberg","German","m",12,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Anastasia.Lukyanova","Russian","f",1,1,1,0,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Vasil.Lukashevich","Belarusian","m",7,1,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Ahmed.Kadiev","Dagestani","m",16,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Miron.Smolyak","Belarusian","m",85,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Amina.Fattakhova","Uzbek","f",14,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Dmitry.Vays","German","m",13,1,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Anastasiya.Shmidt","German","f",13,1,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Shamil.Sultanbegov","Dagestani","m",16,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Alexander.Miller","German","m",13,1,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Zhibek.Nurdinova","Kyrgyz","f",2,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Farzona.Radzhabova","Tajik","f",6,1,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Irakli.Tsintsadze","Georgian","m",20,1,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Maxim.Lange","German","m",63,0,0,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Leila.Ismoilova","Uzbek","f",8,0,1,1,"f","18-25","higher","Moscow",7
"R_0AJWUETEVQagtJn","Roksolana.Timchuk","Ukrainian","f",85,1,1,1,"f","18-25","higher","Moscow",7
"R_0Bs2aGTo19YphF7","Farid.Guliev","Azeri","m",66,0,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Ilnur.Iskhanov","Tatar","m",14,1,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Albina.Safarova","Tatar","f",66,0,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Viktor.Pavlov","Russian","m",1,1,1,0,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Rustam.Kamaleev","Tatar","m",67,0,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Alsu.Shaimieva","Tatar","f",14,1,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Aybek.Nurzhanov","Kazakh","m",66,0,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Zarema.Ibragimova","Dagestani","f",2,0,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Albert.Sary","Moldovan","m",135,0,0,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Ilona.Geliashvili","Georgian","f",20,1,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Oksana.Bondarenko","Ukrainian","f",3,1,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Inga.Makovey","Moldovan","f",63,0,0,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Shamil.Sultanbegov","Dagestani","m",14,0,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Gadzhi.Alihanov","Dagestani","m",67,0,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Aynura.Sadykova","Kazakh","f",66,0,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Agnessa.Patsko","Belarusian","f",63,0,0,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Anastasia.Lukyanova","Russian","f",1,1,1,0,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Yulian.Burlaku","Moldovan","m",11,1,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Ellina.Ibraeva","Tatar","f",8,0,1,1,"f","36-50","higher","SPB",1
"R_0Bs2aGTo19YphF7","Rufina.Kashapova","Tatar","f",66,0,1,1,"f","36-50","higher","SPB",1
"R_0CkshxUMK9IhAtz","Rayana.Astamirova","Chechen","f",18,0,0,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Yustina.Yurgaytite","Lithuanian","f",22,0,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Guram.Mamiashvili","Georgian","m",20,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Rustam.Kamaleev","Tatar","m",14,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Yulian.Burlaku","Moldovan","m",11,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Sandra.Tiirmaa","Estonian","f",6,0,0,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Khadizha.Kulieva","Azeri","f",2,0,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Oksana.Golovko","Ukrainian","f",3,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Beka.Bolkvadze","Georgian","m",20,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Maris.Ozolinsh","Latvian","m",119,0,0,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Katrin.Koppas","Estonian","f",22,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Kamshat.Bakytzhanova","Kazakh","f",5,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Marian.Ursu","Moldovan","m",11,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Alsu.Shaimieva","Tatar","f",14,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Zarema.Ibragimova","Dagestani","f",16,0,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Zhibek.Nurdinova","Kyrgyz","f",5,0,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Tatiana.Petrova","Russian","f",1,1,1,0,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Gabriela.Kozhokaru","Moldovan","f",11,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Elmira.Sabirova","Tatar","f",14,1,1,1,"m","18-25","higher","other Russia",14
"R_0CkshxUMK9IhAtz","Samira.Boboeva","Tajik","f",17,0,1,1,"m","18-25","higher","other Russia",14
"R_0CxDlCGC8tcGTzH","Damir.Zaripov","Tatar","m",14,1,1,1,NA,NA,NA,NA,NA
"R_0CxDlCGC8tcGTzH","Arbi.Deniev","Chechen","m",16,1,1,1,NA,NA,NA,NA,NA
"R_0CxDlCGC8tcGTzH","Bobur.Turdyhodzhaev","Uzbek","m",16,0,1,1,NA,NA,NA,NA,NA
"R_0CxDlCGC8tcGTzH","Elmira.Sabirova","Tatar","f",14,1,1,1,NA,NA,NA,NA,NA
"R_0CxDlCGC8tcGTzH","Irakli.Tsintsadze","Georgian","m",20,1,1,1,NA,NA,NA,NA,NA
"R_0ID5vAxeKCV9axz","Samira.Boboeva","Tajik","f",17,0,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Aynura.Sadykova","Kazakh","f",2,0,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Ildar.Sagirov","Tatar","m",14,1,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Bakhtiyar.Ergeshov","Kyrgyz","m",8,0,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Zhibek.Nurdinova","Kyrgyz","f",16,0,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Leyla.Idrisova","Dagestani","f",18,0,0,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Yakov.Gold","Jewish","m",12,1,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Narek.Poloyan","Armenian","m",4,1,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Farida.Islamova","Dagestani","f",8,0,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","David.Fridman","Jewish","m",55,0,0,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Bekzod.Mirfazylov","Uzbek","m",63,0,0,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Sofia.Epstein","Jewish","f",12,1,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Nurlan.Bazarbaev","Kyrgyz","m",2,0,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Sofiko.Tabeishvili","Georgian","f",20,1,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Natiya.Dolidze","Georgian","f",20,1,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Nuriza.Kaparova","Kyrgyz","f",16,0,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Akbur.Mamadzhonov","Tajik","m",2,0,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Ivan.Dmitriev","Russian","m",1,1,1,0,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Abay.Kydyrbaev","Kazakh","m",16,0,1,1,"m","18-25","higher","SPB",20
"R_0ID5vAxeKCV9axz","Roza.Shtein","Jewish","f",12,1,1,1,"m","18-25","higher","SPB",20
"R_0j194QwzOujC28p","Guram.Mamiashvili","Georgian","m",20,1,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Armine.Margaryan","Armenian","f",4,1,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Natalya.Chumachenko","Ukrainian","f",3,1,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Eva.Naymark","Jewish","f",12,1,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Maryam.Alieva","Azeri","f",8,1,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Vasilina.Ratkevich","Belarusian","f",63,0,0,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Kayrat.Erimbekov","Kazakh","m",14,0,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Nikolay.Vasiliev","Russian","m",1,1,1,0,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Aydar.Gilmanov","Tatar","m",2,0,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Rustam.Kamaleev","Tatar","m",16,0,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Leila.Ismoilova","Uzbek","f",14,0,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Yakov.Gershtein","Jewish","m",12,1,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Ilgiz.Gafarov","Tatar","m",8,0,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Anatol.Petkevich","Belarusian","m",7,1,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Albina.Safarova","Tatar","f",63,0,0,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Irakli.Tsintsadze","Georgian","m",20,1,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Zulfiya.Zaynutdinova","Tatar","f",14,1,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Irma.Pavlishvili","Georgian","f",20,1,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Ulugbek.Uzakov","Uzbek","m",14,0,1,1,"m","36-50","higher","SPB",1
"R_0j194QwzOujC28p","Yakov.Gold","Jewish","m",12,1,1,1,"m","36-50","higher","SPB",1
"R_0J6dgIZCi2KL6HD","Aynura.Sadykova","Kazakh","f",66,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Bekzod.Mirfazylov","Uzbek","m",66,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Aygerim.Tokstosumova","Kyrgyz","f",66,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Antanas.Poshkus","Lithuanian","m",71,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Gevorg.Khachatryan","Armenian","m",4,1,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Ekaterina.Romanova","Russian","f",1,1,1,0,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Sardor.Sharipov","Uzbek","m",67,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Tatiana.Petrova","Russian","f",1,1,1,0,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Zaur.Bisultanov","Chechen","m",67,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Dilshod.Ikromov","Tajik","m",66,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Roksolana.Timchuk","Ukrainian","f",3,1,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Elena.Braun","German","f",13,1,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Miron.Smolyak","Belarusian","m",3,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Agnessa.Patsko","Belarusian","f",3,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Valdis.Kalnynsh","Latvian","m",71,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Farid.Guliev","Azeri","m",67,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Farkhod.Radzhabov","Tajik","m",67,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Taras.Shulga","Belarusian","m",3,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Urmas.Leydmaa","Estonian","m",71,0,1,1,"f","26-35","higher","abroad",3
"R_0J6dgIZCi2KL6HD","Eva.Naymark","Jewish","f",13,0,1,1,"f","26-35","higher","abroad",3
"R_0kM6JKhadlazRHv","Ramzan.Khadzhiev","Chechen","m",16,1,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Elmira.Khusainova","Tatar","f",67,0,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Guram.Mamiashvili","Georgian","m",20,1,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Rustam.Kamaleev","Tatar","m",14,1,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Aygerim.Tokstosumova","Kyrgyz","f",66,0,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Elnur.Magomedov","Azeri","m",66,0,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Roksolana.Timchuk","Ukrainian","f",3,1,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Albert.Sary","Moldovan","m",22,0,0,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Khabib.Nurmagomedov","Dagestani","m",66,0,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Gevorg.Khachatryan","Armenian","m",4,1,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Ulugbek.Uzakov","Uzbek","m",2,1,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Saham.Almamedov","Azeri","m",66,0,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Farid.Guliev","Azeri","m",66,0,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Roza.Shtein","Jewish","f",12,1,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Oksana.Bondarenko","Ukrainian","f",3,1,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Lana.Yanushko","Belarusian","f",9,0,0,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Yakov.Gold","Jewish","m",12,1,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Faina.Gaponik","Belarusian","f",3,0,1,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Anatol.Petkevich","Belarusian","m",9,0,0,1,"m","36-50","higher","SPB",195
"R_0kM6JKhadlazRHv","Ilgiz.Gafarov","Tatar","m",94,0,1,1,"m","36-50","higher","SPB",195
"R_0NHYy2zWNhKapC9","Marian.Ursu","Moldovan","m",150,0,0,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Aynura.Sadykova","Kazakh","f",102,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Atay.Kadyrkulov","Kyrgyz","m",66,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Eva.Naymark","Jewish","f",105,0,0,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Sofiko.Tabeishvili","Georgian","f",68,1,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Sardor.Sharipov","Uzbek","m",66,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Lana.Yanushko","Belarusian","f",107,1,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Vasilina.Ratkevich","Belarusian","f",85,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Rustam.Kamaleev","Tatar","m",81,0,0,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Rimma.Veymar","Jewish","f",73,0,0,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Adrian.Postika","Moldovan","m",112,0,0,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Irakli.Tsintsadze","Georgian","m",68,1,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Akbur.Mamadzhonov","Tajik","m",2,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Roza.Shtein","Jewish","f",131,0,0,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Liana.Stepanyan","Armenian","f",68,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Zhibek.Nurdinova","Kyrgyz","f",67,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Viktor.Pavlov","Russian","m",81,0,0,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Ilyas.Daudov","Chechen","m",73,0,0,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Aysel.Magomedova","Azeri","f",67,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NHYy2zWNhKapC9","Vagif.Aliev","Azeri","m",67,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Serafima.Polyukhovich","Belarusian","f",7,1,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Bobur.Turdyhodzhaev","Uzbek","m",28,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Ali.Omarov","Dagestani","m",79,1,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Tatiana.Petrova","Russian","f",1,1,1,0,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Liana.Ozols","Latvian","f",12,0,0,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Lana.Yanushko","Belarusian","f",3,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Abay.Kydyrbaev","Kazakh","m",2,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Dmitry.Vays","German","m",12,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Akbur.Mamadzhonov","Tajik","m",44,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Khadizha.Kulieva","Azeri","f",29,0,0,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Samira.Ibragimova","Azeri","f",79,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Dzhabrail.Satuev","Chechen","m",16,1,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Liana.Stepanyan","Armenian","f",4,1,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Ramzan.Khadzhiev","Chechen","m",16,1,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Elena.Kuznetsova","Russian","f",1,1,1,0,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Leila.Ismoilova","Uzbek","f",14,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Ilyas.Daudov","Chechen","m",16,1,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Farida.Islamova","Dagestani","f",14,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Aynura.Sadykova","Kazakh","f",14,0,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0NRpwVwCroMyn5f","Irakli.Tsintsadze","Georgian","m",20,1,1,1,"m","18-25","incomplete higher","other Russia",1
"R_0ugwTkFJiyHt1It","Sofia.Epstein","Jewish","f",12,1,1,1,NA,NA,NA,NA,NA
"R_0ugwTkFJiyHt1It","Maryam.Alieva","Azeri","f",8,1,1,1,NA,NA,NA,NA,NA
"R_0ugwTkFJiyHt1It","Narek.Poloyan","Armenian","m",4,1,1,1,NA,NA,NA,NA,NA
"R_10GfpWhiasJqY4B","Natalya.Chumachenko","Ukrainian","f",3,1,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Samira.Boboeva","Tajik","f",15,0,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Beka.Bolkvadze","Georgian","m",20,1,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Nargiz.Nadzhafova","Azeri","f",6,0,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Elena.Braun","German","f",12,0,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Maxim.Lange","German","m",71,0,0,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Khabib.Nurmagomedov","Dagestani","m",19,0,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Karen.Katamadze","Georgian","m",20,1,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Ilyas.Daudov","Chechen","m",167,0,0,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Karin.Artumanyan","Armenian","f",4,1,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Diana.Meier","German","f",13,1,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Arbi.Deniev","Chechen","m",15,0,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Dzhabrail.Satuev","Chechen","m",8,0,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Aybek.Nurzhanov","Kazakh","m",5,1,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Eva.Naymark","Jewish","f",13,0,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Vagif.Aliev","Azeri","m",8,1,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Ekaterina.Rikhter","German","f",13,1,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Leila.Ismoilova","Uzbek","f",16,0,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Datse.Eglitis","Latvian","f",71,0,1,1,"f","18-25","secondary completed","other Russia",1
"R_10GfpWhiasJqY4B","Roksolana.Timchuk","Ukrainian","f",3,1,1,1,"f","18-25","secondary completed","other Russia",1
"R_10HGrRf8OvZJYD6","Tigran.Avetisyan","Armenian","m",4,1,1,1,"f","> 50","higher","SPB",1
"R_10HGrRf8OvZJYD6","Anatol.Petkevich","Belarusian","m",7,1,1,1,"f","> 50","higher","SPB",1
"R_10HGrRf8OvZJYD6","Ilhom.Shokirov","Tajik","m",94,0,1,1,"f","> 50","higher","SPB",1
"R_10HGrRf8OvZJYD6","Beka.Bolkvadze","Georgian","m",20,1,1,1,"f","> 50","higher","SPB",1
"R_10HGrRf8OvZJYD6","Vagif.Aliev","Azeri","m",8,1,1,1,"f","> 50","higher","SPB",1
"R_10HGrRf8OvZJYD6","Tatiana.Petrova","Russian","f",1,1,1,0,"f","> 50","higher","SPB",1
"R_10HGrRf8OvZJYD6","Nurbolat.Bulanbaev","Kazakh","m",6,0,1,1,"f","> 50","higher","SPB",1
"R_10HGrRf8OvZJYD6","Sezim.Asylbekova","Kyrgyz","f",6,0,1,1,"f","> 50","higher","SPB",1
"R_10HGrRf8OvZJYD6","Zhansaya.Esmahanova","Kazakh","f",19,0,1,1,"f","> 50","higher","SPB",1
"R_10HGrRf8OvZJYD6","Viktor.Pavlov","Russian","m",1,1,1,0,"f","> 50","higher","SPB",1
"R_10HGrRf8OvZJYD6","Marika.Petrashvili","Georgian","f",20,1,1,1,"f","> 50","higher","SPB",1
